index,artist_name,danceability,duration,end_of_fade_in,energy,key,key_confidence,loudness,mode,mode_confidence,artist_hotttness,song_hotttness,start_of_fade_out,tempo,time_signature,time_signature_confidence,title,release,year
4930,Abracadabra,0.0,194.5073,0.142,0.0,4,0.696,-10.209,0,0.4,0.2804082390161206,nan,185.974,85.085,4,0.0,Otra vez,En las cosas del amor...,0
4931,Kix,0.0,268.12036,0.0,0.0,1,0.491,-11.822,1,0.419,0.42356389026271546,nan,268.12,89.995,4,0.182,Rock & Roll Overdose [Live Version],Kix Live,0
4932,Lara Fabian,0.0,246.20363,0.473,0.0,8,0.709,-6.945,0,0.622,0.45821074150211255,0.4191258929591558,239.491,104.994,4,0.545,TLFM (Toutes Les Femmes En Moi),Toutes Les Femmes En Moi,2009
4933,Plies,0.0,223.65995,0.0,0.0,5,0.773,-6.947,1,0.172,0.5479404294879846,0.4961753356732933,219.022,86.967,4,0.992,I Am The Club (Explicit Album Version),The Real Testament [Deluxe],0
4934,Nightfall,0.0,272.69179,0.461,0.0,9,0.22,-5.028,0,0.179,0.3533647670234757,0.450992311636255,272.692,121.949,4,0.0,Death Of Neira,I Am Jesus,2003
4935,Juan Diego Flórez / Riccardo Frizza / Orchestra Sinfonica di Milano Giuseppe Verdi,0.0,222.61506,2.92,0.0,4,0.688,-17.898,1,0.362,0.3704411547389419,nan,217.67,164.595,3,0.862,Allegro io son,The Tenor,0
4936,Entre Ríos,0.0,285.04771,0.177,0.0,5,0.862,-10.083,1,0.73,0.3624196115384583,0.663373594083872,285.048,215.999,3,0.738,Cerca & Extraño,Onda,2005
4937,The Knightsbridge Strings,0.0,188.44689,0.0,0.0,0,0.484,-12.827,1,0.495,0.0,nan,181.209,73.742,4,0.0,Whispering Grass,The Strings Sing & The Strings Swing,0
4938,Terry Callier,0.0,243.04281,0.102,0.0,11,0.754,-12.061,1,0.6,0.4161730646266773,0.5025443402889416,227.886,125.964,7,0.904,Occasional Rain,Lifestyle2 - Acoustic Vol 2,1972
4939,Event Horizon,0.0,440.76363,0.357,0.0,7,0.523,-9.341,1,0.52,0.37969388534398507,nan,420.966,85.391,4,0.719,Endless Ocean,Backroom Beats,2001
4940,Fountains Of Wayne,0.0,165.61587,0.2,0.0,9,0.086,-5.094,1,0.496,0.5322661862525124,0.46899778764525596,150.419,134.289,4,0.0,Janice's Party,Out-Of-State Plates,2005
4941,Sun Yan-Zi,0.0,263.49669,2.148,0.0,8,0.453,-4.085,0,0.463,0.37841381355448456,nan,256.83,99.981,4,1.0,Sensible,My Story_ Your Song 2006 Greatest Hits Collection [for Digital],0
4942,Simply Red,0.0,333.322,0.0,0.0,6,0.998,-7.209,1,0.706,0.4985636112679809,0.673836144517923,320.406,122.811,4,1.0,Fairground (+ Sample),Life,1995
4943,Tommy Sands,0.0,153.0771,0.0,0.0,7,0.508,-6.431,0,0.583,0.29858071751793647,nan,149.571,126.462,1,0.0,Goin' Steady,The Very Best Of The 50's - Volume 3,0
4944,The MC5,0.0,149.96853,0.136,0.0,5,0.428,-2.969,1,0.271,0.4514660603634324,0.5905574013570308,146.228,173.34,1,0.0,The American Ruse (LP Version),Back In The USA,1970
4945,David Hudson,0.0,242.99057,0.0,0.0,0,0.099,-10.15,1,0.421,0.3302126989009335,nan,242.991,146.796,4,0.773,Didgeralia,Didgeridoo Spirit,0
4946,Leon Lai,0.0,199.75791,0.273,0.0,11,0.682,-4.897,1,0.735,0.23013079375223383,nan,189.016,127.909,4,0.195,Ji Yi De Hua Yuan,Leon - Beijing Station,0
4947,Floyd Cramer,0.0,125.85751,0.311,0.0,2,0.055,-19.115,1,0.235,0.4088617195261995,0.5375039041917102,115.63,104.793,1,0.0,Stood Up,The Essential Floyd Cramer,1979
4948,John Mayer,0.0,263.36608,0.0,0.0,7,0.508,-6.578,1,0.544,0.7403735157948228,0.7134923705302804,254.938,193.14,4,0.017,Who Did You Think I Was,Where The Light Is: John Mayer Live In Los Angeles,0
4949,Roy Rogers,0.0,158.01424,0.281,0.0,10,0.412,-18.519,1,0.45,0.40508035332524994,nan,152.845,115.319,4,0.0,Ride Ranger Ride,King Of The Cowboys,0
4950,Oesch's die Dritten,0.0,227.05587,0.0,0.0,4,0.726,-5.481,1,0.616,0.138461596356064,nan,219.492,85.347,1,1.0,Die berüehmte drü Wörtli,Winterpracht,0
4951,The Almost,0.0,210.59873,0.0,0.0,11,0.505,-4.289,0,0.476,0.5815058026864642,0.6279299995336325,203.79,84.99,4,0.675,Books & Books,Monster Monster,2009
4952,Craig Wedren,0.0,155.27138,0.0,0.0,0,0.397,-14.98,1,0.492,0.35325266333504146,0.37952332442218817,144.945,71.283,4,0.224,Alone in Love,Lapland,2005
4953,Bad Religion,0.0,138.52689,0.136,0.0,8,0.0,-3.376,1,0.183,0.618219159411858,0.4072330149011048,131.628,139.755,1,0.0,Fertile Crescent (bonus track),Generator,1992
4954,Nybbl,0.0,232.202,3.558,0.0,2,0.251,-7.375,1,0.545,0.15971742537286188,0.18789497928688675,222.006,130.06,4,0.088,Such Grand Ideas,The Path From  A Point Is In The Shape Of  A  Heart,0
4955,Snow Patrol,0.0,242.05016,0.0,0.0,0,0.588,-5.694,1,0.488,0.667294595643469,0.7714739235051018,233.953,143.038,4,0.0,Wow,Final Straw,2003
4956,Scott Matthews,0.0,325.48526,9.886,0.0,5,0.427,-8.599,0,0.139,0.46846255677857396,0.6536286823546584,314.967,100.008,4,0.775,Underlying Lies,Elsewhere,2009
4957,Tito Puente,0.0,273.81506,0.432,0.0,0,0.415,-13.906,1,0.536,0.48072478092092114,0.22914410371660274,262.362,102.308,4,0.005,Carnival (from "Black Orpheus"),Puente Now! The Exciting Tito Puente Band,0
4958,Jacques Dutronc,0.0,192.33914,0.438,0.0,11,0.214,-11.899,0,0.383,0.45454192915129765,nan,187.524,122.233,1,0.0,Les Femmes Des Autres,L' Aventurier,1969
4959,Harry Diboula,0.0,249.88689,0.322,0.0,9,0.005,-9.522,0,0.199,0.30906121736875924,nan,240.82,167.952,3,0.0,Rendez-Vous,Dis-moi Pourquoi,0
4960,Taking Dawn,0.0,236.79955,0.0,0.0,7,0.656,-4.361,0,0.605,0.46548900989479475,0.4471357962861778,230.226,144.777,4,0.0,Black Diamond,Time To Burn SE,2010
4961,Mawatari Matsuko,0.0,253.77914,3.146,0.0,0,0.484,-4.834,0,0.546,0.11893946147590234,0.647247126954782,246.671,86.765,5,1.0,Hohoemi No Bakudan (YUUYUUHAKUSO Opening Theme),Animation-song No. 1,0
4962,Pennywise,0.0,185.5473,2.368,0.0,7,0.687,-5.163,1,0.511,0.5122291893908338,0.2882379435645541,181.365,171.516,4,0.0,Dying to Know (Album Version),Unknown Road (remastered),0
4963,Mario Rosenstock,0.0,29.49179,0.0,0.0,0,0.0,-11.043,1,0.0,0.04903438084848781,nan,26.906,126.476,5,1.0,HUM,Gift Grub 7,0
4964,JK,0.0,361.16853,0.28,0.0,6,0.052,-14.475,0,0.362,0.4301069130098044,0.0,356.862,125.991,4,0.479,You Make Me Feel Good ,You Make Me Feel Good - Single,2003
4965,Graham Central Station,0.0,229.27628,0.479,0.0,8,0.367,-9.783,0,0.375,0.350657334499842,0.48828987603734525,226.133,119.633,4,1.0,It's Alright,Ain't No 'Bout-A-Doubt It,1975
4966,Shakira,0.0,246.43873,0.107,0.0,7,0.044,-6.025,1,0.573,0.8042197974467215,0.7731945003032438,235.096,93.982,4,0.662,Poem To A Horse,Laundry Service,2001
4967,Gustavo Santaolalla,0.0,276.21832,4.644,0.0,4,0.623,-21.463,0,0.404,0.40662621742204,0.3347065490692206,261.352,156.446,1,0.0,Endless Flight,Festival de Cannes,0
4968,Sandy Posey,0.0,165.19791,0.183,0.0,0,0.641,-15.15,1,0.578,0.3328671702548936,0.0,158.72,149.252,4,0.0,Touch You,Born A Woman,1966
4969,Sister Hazel,0.0,188.62975,0.458,0.0,7,0.904,-5.15,1,0.71,0.5098787078527026,0.7071724242905096,185.243,138.581,1,0.0,Think About Me,...Somewhere More Familiar,1997
4970,Jazz Crusaders,0.0,406.07302,0.386,0.0,1,0.644,-9.718,1,0.61,0.3499810535111997,0.0,388.766,96.617,1,0.928,Top Of The World,Happy Again,0
4971,Madonna,0.0,248.55465,2.485,0.0,7,0.057,-13.603,1,0.237,0.6655766191588914,nan,243.061,111.958,4,1.0,Bedtime Story (Album Version),Bedtime Stories,1994
4972,Atreyu,0.0,227.99628,0.0,0.0,8,0.236,-5.512,1,0.441,0.5924394855278091,0.8280875088447087,227.996,128.639,4,0.169,Nevada's Grace (Album Version),The Curse,2004
4973,8Ball & MJG,0.0,236.93016,0.0,0.0,1,0.382,-5.674,1,0.352,0.4235803585092704,0.0,223.538,170.046,4,0.979,Pimpin' Don't Fail Me Now [Featuring Jazze Pha and Juvenile] (Explicit Album Version),Ridin' High,2007
4974,Timothy Byram-Wigfield,0.0,473.46893,0.904,0.0,0,0.465,-32.934,1,0.464,0.41910041303433604,nan,463.453,112.238,3,0.46,Les Corps Glorieux: III. L'Ange aux parfums,Olivier Messiaen: Les Corps Glorieux - Le Banquet céleste - Apparition de l'Eglise éternelle,2002
4975,Barbara Jones,0.0,242.20689,2.688,0.0,6,0.0,-9.375,1,0.0,0.34805816326308775,nan,228.09,176.932,4,0.0,Moonlight Lover,Blue Side Of Lonesome,0
4976,Rooney,0.0,171.93751,0.0,0.0,11,0.411,-3.324,0,0.506,0.5426018702160604,0.5159636307203983,162.093,119.406,4,0.65,Get Away,Calling The World,2007
4977,The Clash,0.0,308.50567,0.258,0.0,9,0.307,-5.49,1,0.395,0.6011860594553833,0.6002206398644243,288.897,120.223,4,0.465,Lose This Skin,Sandinista!,1980
4978,RUN-DMC,0.0,201.82159,0.154,0.0,0,0.155,-5.068,0,0.138,0.6066301517291853,nan,191.327,198.564,4,0.264,Run's House,It's Like This - The Best Of,1988
4979,Taking Back Sunday,0.0,219.79383,0.0,0.0,11,0.456,-4.164,1,0.458,0.5723739798995029,0.849306119804728,208.701,95.254,4,0.268,Spin (Album Version),Louder Now,2006
4980,Edmond Leung,0.0,211.17342,0.345,0.0,0,0.537,-6.164,1,0.508,0.3498862891327602,nan,208.771,106.879,4,1.0,Xing Dao Shou,Edmond Leung Collections,0
4981,Ben Jelen,0.0,240.32608,0.0,0.0,7,1.0,-5.77,1,0.864,0.3779044797822591,0.5740397542974622,233.628,101.954,4,1.0,Wicked Little Town (Album Version),Give It All Away,2004
4982,Bruisers,0.0,151.53587,0.0,0.0,9,0.58,-6.854,1,0.333,0.41535371059537723,nan,151.536,114.648,4,0.636,Police Opression,Better Days,0
4983,Warner mack,0.0,120.42404,0.253,0.0,9,0.058,-17.777,1,0.385,0.22671836433722592,nan,110.707,153.898,4,0.0,How Long Will It Take,Is It Wrong,0
4984,Singing Melody,0.0,231.67955,0.119,0.0,10,0.226,-7.837,0,0.404,0.32600887327943756,0.0,219.632,146.545,3,0.521,I Never Know,Expression,0
4985,Twila Paris,0.0,290.19383,0.572,0.0,7,0.554,-12.126,1,0.602,0.40123912170697235,nan,271.186,105.834,4,0.818,How Beautiful (Cry For The Desert Album Version),Cry For The Desert,1990
4986,Wyclef Jean,0.0,319.97342,0.0,0.0,0,0.773,-6.431,1,0.584,0.47788930391586204,nan,319.973,189.99,7,0.857,Something About Mary,The Ecleftic -2 Sides II A Book,2000
4987,Grupo Sierra Maestra,0.0,239.46404,0.343,0.0,9,0.847,-10.511,1,0.693,0.39273367554668775,nan,227.451,138.561,1,0.193,Aunque Tu Mami No Quiera,Tumi Cuba Classics Vol 1: Son,0
4988,Dax Riggs,0.0,158.51057,0.194,0.0,11,0.534,-6.172,1,0.674,0.47391843700000164,0.5511095375800822,146.727,124.409,4,0.0,Night is the Notion,We Sing of Only Blood or Love,2007
4989,Leroy Hutson,0.0,181.55057,0.178,0.0,4,0.054,-12.987,0,0.217,0.39717904259160935,0.0,173.976,122.524,4,1.0,Ella Weez,The Man!,1974
4990,Bill & Gloria Gaither,0.0,199.02649,3.756,0.0,0,0.956,-15.516,1,0.68,0.3333034182734665,0.2613002852051427,185.87,50.066,1,0.0,God Lead Us Along (Homecoming Hymns Version),Homecoming Hymns,0
4991,Roj,0.0,65.95873,0.0,0.0,7,0.05,-12.912,1,0.354,0.37241588818633775,0.40148671142756037,60.5,115.307,4,0.614,The Process Revealed,The Transactional Dharma of Roj,0
4992,Darwin Hobbs,0.0,307.69587,0.404,0.0,7,0.551,-10.44,0,0.67,0.40658168035189596,0.2338956167859841,297.935,89.941,4,0.505,Mercy (Album Version),Mercy,0
4993,Sofi Marinova,0.0,190.17098,2.363,0.0,0,0.758,-4.978,0,0.641,0.38528564261478293,0.0,183.072,145.924,4,0.827,Studen plamuk,100 Unforgettable Bulgarian Pop Songs By Songwriter Jivko Kolev - Part I,0
4994,The Black Crowes,0.0,348.89098,0.0,0.0,0,0.646,-7.349,1,0.577,0.5364000107927084,nan,344.712,97.672,4,0.363,Sting Me,The Southern Harmony And Musical Companion,1992
4995,Los Ninos De Sara,0.0,226.58567,0.16,0.0,6,0.591,-6.195,0,0.537,0.23772681338235932,0.0,220.473,115.021,4,1.0,Lioraras,Espana tiene sabor,0
4996,Claw Hammer,0.0,231.28771,0.261,0.0,7,0.513,-6.914,1,0.579,0.268744755076445,nan,231.288,204.066,4,0.0,Brother Brick Says,Claw Hammer,0
4997,The Almost,0.0,187.11465,0.288,0.0,7,0.433,-7.387,1,0.351,0.5815058026864642,0.569505198905018,187.115,163.975,4,1.0,Little Drummer Boy,X Christmas,2008
4998,Cocoa Tea,0.0,241.29261,0.194,0.0,0,0.808,-11.368,1,0.512,0.4260093004837602,0.0,223.498,99.894,3,0.906,Cooling Out,Authorized,1992
4999,Alas,0.0,628.21832,0.251,0.0,7,0.215,-15.442,0,0.357,0.3563347490317367,nan,593.525,77.364,1,0.635,Silencio De Aguas Profundas,Mimame Bandoneón,0
5000,Dee Clark,0.0,133.3024,0.0,0.0,7,0.359,-12.632,1,0.443,0.3435088776923589,nan,119.089,111.422,4,0.773,You're Looking Good,Greatest Hits,2000
5001,Timo Maas,0.0,132.15302,7.93,0.0,3,0.085,-18.516,1,0.554,0.3966195656003381,0.5114243256864599,132.153,76.57,3,0.727,UBIK The Breakz (feat. Martin Bettinghaus) - Radio Mix,Dope Radio,0
5002,IYOV,0.0,257.4624,0.0,0.0,7,0.237,-4.063,0,0.537,0.23581602829943166,0.0,244.042,104.928,4,1.0,I See War,Allt Är Skit_ Jämt,0
5003,Carlos Jimenez,0.0,324.98893,0.0,0.0,1,0.448,-8.232,1,0.447,0.32573625894250924,nan,324.989,127.99,4,0.54,Anita Love's,Anita Love's,0
5004,Kashief Lindo,0.0,190.37995,2.334,0.0,3,0.451,-6.68,1,0.494,0.32981032859254966,nan,184.744,147.659,3,0.73,If You Think You Are Lonely Now,Solid Soul,0
5005,Candy Lo,0.0,244.03546,0.223,0.0,0,0.569,-8.951,1,0.563,0.3425370031626706,nan,238.219,235.903,7,1.0,Ji Nian Pin,Miao......,0
5006,Kurupt_ Rosco_ Jayo Felony & 40 Glocc,0.0,192.86159,0.0,0.0,10,0.328,-14.922,0,0.431,0.41179782681526267,nan,187.786,174.762,4,0.0,She Flock To Me,Kalifornia Love,0
5007,Eddie Cantor,0.0,145.31873,0.24,0.0,5,0.57,-24.705,1,0.502,0.33109012633891616,0.21204540548371908,139.424,122.887,3,0.924,That's The Kind Of Baby For Me,All Time Greats,2000
5008,Tum Tum [DJ Drop Mix],0.0,87.14404,5.515,0.0,5,0.44,-9.285,1,0.329,0.35062894689721674,nan,87.144,159.252,4,0.0,Definition Of A Zilla'Naire,The Definition Of A ZillaNaire [DJ Drop Mix],0
5009,Christie Hennessy,0.0,332.69506,2.206,0.0,9,1.0,-15.673,1,1.0,0.3165494603255641,nan,313.295,126.488,4,0.892,Roll Back The Clouds,The Platinum Collection,0
5010,Kings Of Leon,0.0,168.82893,0.173,0.0,7,0.664,-6.538,1,0.696,0.7888059351620142,0.9102250754999608,156.415,125.875,1,0.0,Genius,Youth & Young Manhood,2003
5011,The Jeremy Spencer Band,0.0,206.05342,0.16,0.0,4,0.917,-9.1,1,0.763,0.2060203719845676,0.26465165838973526,198.722,116.137,4,0.876,Travellin' (Album Version),Flee,0
5012,Roberto Roena,0.0,224.522,0.343,0.0,1,0.712,-6.648,1,0.556,0.35148963247073306,0.0,205.276,126.291,7,1.0,Oriza Eh,Apollo Sound V,0
5013,Marga Gomez,0.0,26.93179,0.067,0.0,6,0.178,-13.467,1,0.312,0.22842866681038249,nan,26.932,104.618,3,0.059,Introduction,Hung Like A Fly,0
5014,Flamin' Groovies,0.0,199.96689,0.293,0.0,4,0.581,-5.24,1,0.401,0.43700191865316,0.6616513907264476,195.274,235.405,4,1.0,Evil Hearted Ada,Teenage Head,1971
5015,The Stooges,0.0,43.91138,0.241,0.0,11,0.0,-22.115,0,0.0,0.49705095869202826,nan,43.911,100.353,3,0.792,Studio Dialogue (#19),1970: The Complete Fun House Sessions,0
5016,Steve Erquiaga,0.0,184.29342,4.052,0.0,4,0.663,-23.966,0,0.625,0.3606256705962805,0.5571877675186344,173.801,116.949,1,0.0,Prelude In C Minor From The Well Tempered-Clavier,The Bach Variations,0
5017,Rodney O_ Joe Cooley,0.0,222.24934,0.0,0.0,6,0.006,-11.255,1,0.227,0.30790209386949613,0.4081108835105221,199.61,99.612,4,1.0,Let's Have Some Fun,The Best of Rodney O and Joe Cooley,1995
5018,Jerry Goldsmith,0.0,110.70649,0.351,0.0,5,0.342,-28.19,0,0.097,0.42382566334467503,nan,105.808,130.908,4,0.606,The Keys,L.A. Confidential,1997
5019,Soul Ballet,0.0,224.86159,0.0,0.0,9,0.573,-6.769,0,0.382,0.3532420664949242,0.5114243256864599,209.34,106.01,4,0.942,da da Diamonds,LAViSH,2007
5020,Alexis HK,0.0,98.66404,0.0,0.0,4,0.043,-15.615,1,0.416,0.34526923491125083,0.48093421280893994,93.948,96.082,5,0.007,Juste Une Fois,L'homme Du Moment,2004
5021,Korn,0.0,197.53751,0.0,0.0,2,0.0,-4.347,1,0.106,0.5287099344321013,nan,188.5,80.375,3,0.93,Proud,I KNOW WHAT YOU DID LAST SUMMER THE ALBUM,1996
5022,Neon Blonde,0.0,170.70975,0.554,0.0,7,0.891,-5.059,1,0.73,0.34948338889553854,0.5231750547054699,162.186,139.562,1,0.085,New Detroit,Chandeliers In The Savannah,2005
5023,Mystic Rhythms Band,0.0,206.2624,0.0,0.0,8,0.595,-8.913,1,0.536,0.29103053419418945,nan,195.019,140.834,4,1.0,Firedance,Music For Dancing,0
5024,Robert Palmer,0.0,247.95383,0.218,0.0,11,0.417,-17.664,0,0.577,0.464186401696097,0.4454545254934259,230.963,119.389,4,1.0,Love Can Run Faster,Double Fun,1978
5025,Sigmatropic,0.0,263.57506,4.743,0.0,1,0.438,-8.511,1,0.37,0.39005179513300625,0.2538347361322313,252.401,128.006,4,0.0,The Blue Side of The Sun,Dark Outside,2007
5026,Milk Inc.,0.0,204.25098,2.009,0.0,7,0.779,-6.62,0,0.647,0.44309894653198734,0.5135170285371385,197.283,141.008,4,0.0,Livin' A Lie (Video Mix),Double Cream,2001
5027,Epitaph,0.0,494.21016,0.0,0.0,7,0.332,-11.017,1,0.518,0.4598094224628141,0.3864772912554594,488.861,144.84,5,0.971,Hopelessly,Epitaph,0
5028,D.O.W.N.,0.0,265.66485,0.0,0.0,1,0.788,-7.425,1,0.503,0.5425339931632684,nan,253.457,109.659,4,0.805,I Don't Give A F**K,Southern Slang (Chopped & Screwed),0
5029,The Brooklyn Tabernacle Choir,0.0,226.66404,3.796,0.0,8,0.718,-11.907,1,0.688,0.4320119468576032,0.0,226.664,162.987,4,1.0,Everything I Desire,Praise Him...Live!,1995
5030,Royal S,0.0,95.9473,0.119,0.0,2,0.054,-6.29,0,0.41,0.38866990102322235,nan,90.784,92.969,4,1.0,I.A.I,Attitude Identitaire,0
5031,Steve Chou,0.0,270.10567,3.953,0.0,6,0.719,-9.592,1,0.659,0.29624881058023994,nan,252.244,131.889,4,0.733,Yang Guang He Xu,Happy Etude,0
5032,Salieri,0.0,238.81098,0.0,0.0,4,0.526,-20.865,0,0.681,0.24906181024072077,nan,219.893,86.55,3,0.842,Now everybody's gone,Electric Doorbells,0
5033,Buckwheat Zydeco,0.0,246.49098,0.307,0.0,6,0.125,-7.822,1,0.374,0.4214486179326093,0.4961753356732933,244.204,124.577,4,0.863,Hot Tamale Baby,Best Of/20th Century,1987
5034,Rocio Jurado,0.0,238.05342,0.352,0.0,9,0.484,-17.172,0,0.625,0.3157956797084056,nan,225.495,159.026,4,0.716,Mi Amante Amigo,15 Exitos Originales Con Rocio Jurado,0
5035,Everyday Sunday,0.0,168.95955,0.074,0.0,1,0.683,-4.017,1,0.651,0.42898052143866244,0.6014029389463235,163.614,151.844,4,0.0,Wake Up! Wake Up! (Wake Up! Wake Up! Album Version),Wake Up! Wake Up!,2007
5036,Eddie Cano,0.0,152.99873,0.0,0.0,0,0.698,-15.71,0,0.715,0.2741977710890841,nan,145.548,126.029,1,0.046,Green Fields  (Album Version),Here is Fabulous Eddie Cano,0
5037,A Tribe Called Quest,0.0,251.14077,0.0,0.0,2,0.161,-10.086,1,0.384,0.5436811066612864,0.7040988390054747,248.581,102.829,4,1.0,Scenario,The Best Of,1991
5038,Kings Of Leon,0.0,225.27955,3.077,0.0,11,0.682,-6.205,0,0.449,0.7888059351620142,0.5656665821993944,219.852,127.006,4,0.589,My Party (Kenna Remix),Charmer,2007
5039,Shade Sheist / DJ Vice / DJ Echo / Damizza,0.0,88.39791,0.143,0.0,6,0.018,-6.016,0,0.254,0.34613566732493495,0.0,78.721,180.005,5,0.934,Holla Boyz Outro,Informal Introduction,0
5040,David Meece,0.0,185.33832,0.398,0.0,7,0.809,-6.429,1,0.729,0.3102989963854615,0.2854586341256211,185.338,162.995,4,0.0,Gospel Train (LP Version),Front Row,0
5041,Jaime Urrutia,0.0,213.68118,0.0,0.0,2,0.746,-4.316,1,0.56,0.38381866168814227,nan,207.673,72.91,4,0.571,Suite nupcial (directo Enjoy 07),En Joy,0
5042,Andy Russell,0.0,188.682,0.392,0.0,7,0.69,-15.413,1,0.597,0.2819951088354685,nan,183.71,36.773,4,0.0,Easter Parade (1992 Digital Remaster),Great Gentlemen Of Song / Spotlight On Andy Russell,0
5043,Pentangle,0.0,159.68608,0.177,0.0,4,0.223,-17.15,0,0.205,0.33364914079207836,nan,148.138,121.884,4,1.0,Hole In The Coal,Sweet Child,0
5044,Placebo,0.0,260.75383,0.403,0.0,6,0.725,-10.942,1,0.658,0.5864333787181634,0.6973488123429205,240.692,78.245,4,0.567,Evalia,The Bitter End,2003
5045,King Curtis with Jack Dupree,0.0,329.19465,0.202,0.0,5,0.651,-11.922,1,0.641,0.3668207876397976,nan,319.013,158.121,3,0.886,Everything's Gonna Be Alright (Live Version),Blues At Montreux,0
5046,Omni,0.0,479.9473,0.0,0.0,10,0.863,-6.566,0,0.823,0.3441817504465177,nan,472.062,240.263,4,1.0,It Is What It Is (feat. Anton X),It Is What It Is,0
5047,Michael McDonald,0.0,255.32036,0.0,0.0,7,0.702,-22.073,1,0.602,0.5633626935877487,nan,229.785,128.835,4,0.047,Losin' End (LP Version),If That's What It Takes,0
5048,The Refreshments,0.0,195.39546,0.069,0.0,7,0.678,-5.95,1,0.613,0.3524101268104496,0.37002507448320343,189.591,191.436,1,0.0,My Girlfriend's Friend,24-7,0
5049,X-Raided,0.0,359.65342,0.0,0.0,10,0.427,-6.644,0,0.503,0.438701670044784,nan,359.653,178.934,4,0.42,Fuckin' Wita Psycho,X-Filez V.1: 24 Garden Blocc Classics,0
5050,Sizzla,0.0,197.48526,0.0,0.0,5,0.022,-6.382,0,0.326,0.45798167407037055,0.0,193.37,131.868,5,0.921,Love & Devotion,Riddim Driven: Wanted,2003
5051,Incubus,0.0,353.77587,0.0,0.0,9,0.684,-8.744,1,0.611,0.5794419378857449,0.7096992899333202,349.797,107.922,4,0.492,Just A Phase,Live in Malaysia 2004,2001
5052,The Nelons,0.0,237.03465,0.34,0.0,11,0.608,-12.16,1,0.363,0.3502138249441181,nan,233.332,107.779,3,1.0,Only A Look,Glad You're Here,0
5053,Irma Thomas,0.0,146.88608,0.363,0.0,5,0.347,-10.22,0,0.62,0.4411063591444711,0.4051157216913865,134.728,183.882,3,0.844,I'm Gonna Cry Til' My Tears Run Dry,Straight From The Soul,2004
5054,Michael Jackson,0.0,192.57424,0.45,0.0,1,0.544,-7.98,1,0.564,0.7665454507572961,nan,183.089,110.28,4,0.087,Just A Little Bit Of You,Soulsation! The 25th Anniversary Collection,1975
5055,Ramón Vargas;Vesselina Kasarova;Vladimir Jurowski,0.0,234.26567,0.218,0.0,10,0.356,-18.149,1,0.365,0.2912648117531004,nan,220.23,77.235,3,0.713,Werther - Lyric Drama in four Acts/Act I/Rêve! Extase! Bonheur!,Massenet: Werther,0
5056,DJ Nasty,0.0,191.84281,0.0,0.0,1,0.465,-3.786,1,0.416,0.3028554195218622,nan,191.843,100.013,1,0.986,Do It,Tha Remixes Vol. 2,0
5057,Emotion Code,0.0,319.7122,0.316,0.0,10,0.666,-15.857,1,0.646,0.2045627112619994,0.0,289.28,119.534,3,1.0,Trace Of Time,Mesmerise the Future,0
5058,Corey / Shaquille O'Neal,0.0,261.45914,0.131,0.0,7,0.942,-5.228,1,0.828,0.2655617651818037,0.0,248.93,131.98,4,1.0,MVP,I'm Just Corey,0
5059,L7,0.0,163.13424,0.212,0.0,2,0.177,-9.429,0,0.331,0.44354755255636574,0.6014631395073651,151.011,85.82,3,0.238,This Ain't Pleasure,Bricks Are Heavy,1992
5060,Stevie Ray Vaughan And Double Trouble,0.0,166.73914,0.061,0.0,8,0.649,-14.373,1,0.583,0.544257505724526,nan,162.865,122.546,4,0.454,Mary Had A Little Lamb,Soul To Soul/ Texas Flood/ Couldn't Stand The Weather,1988
5061,Bill Perry,0.0,217.88689,0.0,0.0,9,0.138,-6.623,0,0.276,0.3321774449732797,0.0,208.939,107.083,4,0.995,Man  On The Side,Raw Deal,2004
5062,Doug MacLeod,0.0,337.42322,0.211,0.0,2,1.0,-10.516,1,0.985,0.372737613340037,0.24816662402461448,323.82,85.56,3,1.0,The Sun Shine Down My Way,DUBB,2004
5063,Billy Price_ Fred Chapellier,0.0,280.55465,0.078,0.0,9,0.106,-7.597,1,0.138,0.2798289006547402,0.21204540548371908,276.91,118.136,1,0.0,The wrong woman,Night work,0
5064,Jimmy Hughes,0.0,177.26649,0.322,0.0,4,0.689,-6.953,0,0.525,0.32489400917702077,0.5763999812554107,172.46,122.152,4,0.0,Neighbor_ Neighbor,The Best of Jimmy Hughes,0
5065,Ma Rainey,0.0,183.53587,0.177,0.0,11,0.644,-14.853,1,0.385,0.3855675231595563,nan,177.406,103.054,1,0.0,Hear Me Talking To You,Mother Of The Blues_ CD E,0
5066,Ann Hampton Callaway,0.0,347.79383,0.226,0.0,10,0.184,-17.462,1,0.325,0.3797617837300081,0.6101227561229483,335.61,63.134,5,0.859,Skylark,Easy Living,0
5067,F-4,0.0,262.19057,0.241,0.0,5,0.382,-5.983,1,0.383,0.45297201748767846,nan,256.83,126.934,4,0.396,SAMJHO NA,F4-Tu To Na Aai,0
5068,Hatebreed (int License),0.0,174.28853,0.0,0.0,6,0.075,-3.731,1,0.463,0.5463837481981597,0.6290718355952272,172.054,82.69,4,0.453,Between Hell and A Heartbeat [Explicit],Hatebreed [Explicit],0
5069,Angela Dimitriou,0.0,99.7873,0.0,0.0,5,0.001,-11.947,0,0.245,0.0,nan,99.787,129.972,3,0.658,Den Mporo Na Figo,Mia Vradia Stin Fantasia No.1,0
